Country,Year_Cohort,Life_expectancy,Adult_Mortality,infant_deaths,Alcohol,Hepatitis_B,Measles,BMI,Polio,Total_expenditure,Diphtheria,HIV_AIDS,GDP,Population,Schooling,region,sub_region
China,2012-2015,75.725,87.0,178.5,5.7700000000000005,99.0,32013.75,17.925,99.0,5.3999999999999995,99.0,0.1,3917.09866775,136245.5,12.925,Asia,Eastern Asia
Colombia,2000-2003,71.89999999999999,114.33333333333333,16.666666666666668,4.376666666666666,59.333333333333336,47.333333333333336,48.23333333333333,86.0,5.8500000000000005,60.333333333333336,0.10000000000000002,2332.6132933333333,28074513.666666668,11.5,Americas,Latin America and the Caribbean
Colombia,2004-2007,73.125,145.75,15.0,4.4575,92.0,0.0,39.65,92.25,5.8875,92.0,0.1,2178.628203,43555022.75,11.45,Americas,Latin America and the Caribbean
Colombia,2008-2011,73.725,80.0,12.75,4.36,89.25,1.5,53.875,89.25,6.779999999999999,89.25,0.1,4608.88543325,14786567.0,12.6,Americas,Latin America and the Caribbean
Colombia,2012-2015,74.525,143.75,10.75,4.41,70.75,0.75,56.8,70.5,6.989999999999999,70.5,0.1,4131.6199292500005,47561266.0,13.425,Americas,Latin America and the Caribbean
Comoros,2000-2003,59.53333333333333,271.3333333333333,1.6666666666666667,0.14,28.0,0.0,18.0,37.666666666666664,3.3000000000000003,34.666666666666664,0.10000000000000002,457.92253580000005,569526.0,8.833333333333334,Africa,Sub-Saharan Africa
Comoros,2004-2007,62.2,264.0,2.0,0.23,72.25,249.25,14.925,71.0,4.445,72.0,0.1,489.87498165,474860.5,9.775,Africa,Sub-Saharan Africa
Comoros,2008-2011,61.575,248.25,2.0,0.14,80.25,1.0,16.85,83.0,5.217499999999999,80.25,0.125,793.363396675,524185.5,10.4,Africa,Sub-Saharan Africa
Comoros,2012-2015,63.025,180.0,1.25,0.01,89.0,0.25,23.425,87.25,6.79,87.75,0.8,800.89384195,567023.0,10.975,Africa,Sub-Saharan Africa
Congo,2000-2003,52.833333333333336,420.0,9.0,2.433333333333333,70.49358974358975,2884.0,8.266666666666667,26.0,2.5,25.666666666666668,7.2,1421.9092538894033,8212250.756697342,9.533333333333333,Africa,Sub-Saharan Africa
Congo,2004-2007,56.125,291.0,8.25,2.4025,64.0,970.0,22.0,68.25,2.4725,68.5,5.675,1421.9092538894033,8212250.756697342,9.5,Africa,Sub-Saharan Africa
Congo,2008-2011,63.075,308.75,7.25,3.35,57.25,80.5,24.175,73.5,2.5625,78.25,3.9,1421.9092538894033,8212250.756697342,10.375,Africa,Sub-Saharan Africa
Congo,2012-2015,64.125,272.25,7.0,0.01,41.0,453.5,26.5,40.75,5.010000000000001,46.75,3.025,1421.9092538894033,8212250.756697342,10.875,Africa,Sub-Saharan Africa
Costa Rica,2000-2003,77.93333333333334,33.666666666666664,1.0,4.166666666666667,62.666666666666664,0.3333333333333333,47.333333333333336,91.33333333333333,7.976666666666667,91.0,0.10000000000000002,2870.4640966666666,2723031.0,11.9,Americas,Latin America and the Caribbean
Costa Rica,2004-2007,78.3,54.5,1.0,4.135,68.75,0.25,39.599999999999994,69.5,7.9325,69.5,0.1,3745.1242025,2368710.5,12.5,Americas,Latin America and the Caribbean
Costa Rica,2008-2011,78.8,77.25,1.0,3.8200000000000003,87.25,0.0,54.95,68.0,9.545,67.0,0.1,6246.63584275,1358055.75,13.175,Americas,Latin America and the Caribbean
Costa Rica,2012-2015,79.425,96.0,1.0,3.4033333333333338,92.0,0.25,45.5,71.75,9.446666666666667,92.25,0.1,3587.210105,2486797.5,13.85,Americas,Latin America and the Caribbean
Croatia,2000-2003,74.8,124.0,0.0,13.44,85.43287037037038,11.0,55.76666666666667,94.66666666666667,6.566666666666666,94.33333333333333,0.10000000000000002,2228.339735666667,444.0,12.6,Europe,Southern Europe
Croatia,2004-2007,75.575,114.25,0.0,12.2725,95.0,14.25,57.8,96.0,6.96,96.0,0.1,8875.0263845,3440.25,13.775,Europe,Southern Europe
Croatia,2008-2011,76.475,41.25,0.0,12.14,97.0,18.0,33.325,96.25,7.9825,96.25,0.1,11486.484957499999,1433209.75,14.3,Europe,Southern Europe
Croatia,2012-2015,77.65,75.75,0.0,12.006666666666668,95.75,52.0,62.8,95.25,7.81,95.25,0.1,12964.46556,3201000.0,14.975,Europe,Southern Europe
Cuba,2000-2003,77.26666666666667,50.666666666666664,1.0,4.176666666666667,98.33333333333333,0.0,36.266666666666666,98.33333333333333,6.359999999999999,89.66666666666667,0.10000000000000002,3006.3994196666667,10732675.318181818,12.566666666666668,Americas,Latin America and the Caribbean
Cuba,2004-2007,77.65,16.0,1.0,4.29,94.0,0.0,54.2,98.75,6.155,89.75,0.1,3493.36977075,10732675.318181818,14.524999999999999,Americas,Latin America and the Caribbean
Cuba,2008-2011,78.2,53.25,1.0,4.135,95.75,0.0,57.3,99.0,4.09,96.0,0.1,4303.3224279999995,10732675.318181818,17.225,Americas,Latin America and the Caribbean
Cuba,2012-2015,78.875,94.25,1.0,4.236666666666667,97.0,0.0,46.8,98.75,9.89,99.0,0.1,1984.96891925,10732675.318181818,14.575,Americas,Latin America and the Caribbean
Cyprus,2000-2003,78.36666666666667,67.66666666666667,0.0,10.82,88.33333333333333,0.0,53.79999999999999,97.66666666666667,6.243333333333333,97.66666666666667,0.10000000000000002,6742.898250000001,688937.0,12.633333333333333,Asia,Western Asia
Cyprus,2004-2007,78.75,64.25,0.0,11.8675,90.5,0.25,55.55,97.5,6.3925,97.5,0.1,26953.4007875,76767.5,13.45,Asia,Western Asia
Cyprus,2008-2011,79.4,46.0,0.0,11.205,95.25,4.75,57.55,98.5,7.265000000000001,98.5,0.1,10701.96702,359385.25,14.05,Asia,Western Asia
Cyprus,2012-2015,82.25,53.75,0.0,6.533333333333334,96.25,2.75,46.0,98.5,7.423333333333333,98.5,0.1,9214.77986,372420.5,13.975000000000001,Asia,Western Asia
Czechia,2000-2003,75.2,85.66666666666667,0.0,13.280000000000001,89.0,13.333333333333334,41.9,97.0,6.783333333333334,97.66666666666667,0.10000000000000002,5210.306925964286,14044117.779761905,14.463020833333333,Europe,Eastern Europe
Czechia,2004-2007,76.25,66.5,0.0,13.2225,98.5,6.5,48.025,97.25,6.76,98.0,0.1,5210.306925964286,14044117.779761905,14.463020833333333,Europe,Eastern Europe
Czechia,2008-2011,77.35,56.0,0.0,12.9,99.0,6.0,63.325,99.0,7.4,99.0,0.1,5210.306925964286,14044117.779761905,14.463020833333333,Europe,Eastern Europe
Czechia,2012-2015,78.4,69.0,0.0,12.613333333333335,98.5,67.0,65.32499999999999,98.5,7.483333333333333,97.75,0.1,5210.306925964286,14044117.779761905,14.463020833333333,Europe,Eastern Europe
Côte d'Ivoire,2000-2003,47.833333333333336,471.0,64.66666666666667,3.1333333333333333,37.333333333333336,5480.666666666667,8.4,27.333333333333332,4.656666666666666,63.666666666666664,6.866666666666667,1421.9092538894033,8212250.756697342,8.87577519379845,Africa,Sub-Saharan Africa
Côte d'Ivoire,2004-2007,49.05,458.25,62.5,2.855,74.0,899.25,22.35,78.5,5.7125,74.0,5.925,1421.9092538894033,8212250.756697342,8.87577519379845,Africa,Sub-Saharan Africa
Côte d'Ivoire,2008-2011,52.05,424.75,60.0,2.9725,75.5,316.0,24.7,68.5,6.34,75.5,3.5999999999999996,1421.9092538894033,8212250.756697342,8.87577519379845,Africa,Sub-Saharan Africa
Côte d'Ivoire,2012-2015,52.599999999999994,317.75,58.25,2.1333333333333333,62.25,75.0,27.1,79.75,5.89,62.25,2.3,1421.9092538894033,8212250.756697342,8.87577519379845,Africa,Sub-Saharan Africa
Denmark,2000-2003,77.10000000000001,12.333333333333334,0.0,11.479999999999999,84.4,14.333333333333334,53.333333333333336,97.0,9.313333333333333,97.0,0.10000000000000002,13813.03959,3758096.0,16.366666666666667,Europe,Northern Europe
Denmark,2004-2007,78.075,94.0,0.0,11.14,84.4,7.75,55.175,92.0,9.8375,92.0,0.1,39756.4783775,4215666.25,16.675,Europe,Northern Europe
Denmark,2008-2011,79.15,84.25,0.0,10.3825,84.4,27.25,56.825,69.25,6.580000000000001,69.25,0.1,47520.2595525,3037817.75,16.825,Europe,Northern Europe
Denmark,2012-2015,82.75,73.75,0.0,9.466666666666667,84.4,13.75,58.25,93.75,5.010000000000001,93.75,0.1,33697.224247499995,5633365.5,18.875,Europe,Northern Europe
Djibouti,2000-2003,57.86666666666667,323.3333333333333,2.0,1.0,70.49358974358975,55.333333333333336,29.0,59.666666666666664,5.68,61.0,4.266666666666667,797.7868192,745849.0,3.233333333333333,Africa,Sub-Saharan Africa
Djibouti,2004-2007,58.9,244.75,1.75,0.97,25.0,110.5,10.125,73.75,7.297499999999999,73.75,3.775,518.0426872,237394.0,4.125,Africa,Sub-Saharan Africa
Djibouti,2008-2011,63.525,277.25,1.0,0.4525,88.0,61.75,31.975,88.25,8.605,88.25,3.075,984.60318725,655925.25,5.425,Africa,Sub-Saharan Africa
Djibouti,2012-2015,62.85,253.0,1.0,0.47666666666666674,81.25,196.0,34.1,81.25,6.553333333333334,81.25,2.05,1298.969302,904362.75,6.3,Africa,Sub-Saharan Africa
Dominican Republic,2000-2003,71.86666666666667,133.0,7.0,6.293333333333333,69.33333333333333,37.666666666666664,45.1,70.0,5.636666666666667,77.66666666666667,2.4,1757.7498143333335,6142062.333333333,12.333333333333334,Americas,Latin America and the Caribbean
Dominican Republic,2004-2007,71.05,146.0,6.75,5.78,83.5,0.0,37.525,81.5,4.305,85.0,1.875,3646.8369652499996,5119063.75,12.6,Americas,Latin America and the Caribbean
Dominican Republic,2008-2011,73.175,125.0,6.0,6.025,45.0,0.5,53.1,85.0,4.3575,84.0,1.0499999999999998,4168.842375,5160547.5,12.9,Americas,Latin America and the Caribbean
Dominican Republic,2012-2015,73.25,159.25,6.0,5.926666666666667,63.0,0.0,57.349999999999994,65.75,4.253333333333333,86.0,0.325,4833.39899425,767757.25,13.174999999999999,Americas,Latin America and the Caribbean
Ecuador,2000-2003,73.8,155.33333333333334,8.333333333333334,3.9,75.33333333333333,0.6666666666666666,45.06666666666666,64.66666666666667,4.9799999999999995,88.0,0.3,874.0591156666668,4731814.0,12.5,Americas,Latin America and the Caribbean
Ecuador,2004-2007,74.42500000000001,114.25,7.75,3.585,92.5,0.0,47.55,71.25,5.9725,93.0,0.275,324.00146,4479270.25,12.8,Americas,Latin America and the Caribbean
Ecuador,2008-2011,75.0,135.25,7.0,3.8925,70.25,64.5,27.85,89.5,5.765000000000001,92.25,0.1,4602.79843325,11452415.25,13.1,Americas,Latin America and the Caribbean
Ecuador,2012-2015,75.925,121.75,6.25,3.8366666666666664,84.0,18.0,53.15,85.0,7.6433333333333335,83.75,0.1,2076.24120175,12204673.25,13.675,Americas,Latin America and the Caribbean
Egypt,2000-2003,68.63333333333333,177.33333333333334,61.0,0.14666666666666667,98.0,989.0,51.76666666666667,98.0,5.71,98.0,0.10000000000000002,2580.4532878736845,16268605.401041666,11.200000000000001,Africa,Northern Africa
Egypt,2004-2007,69.4,174.0,55.75,0.1775,97.75,698.5,53.85,97.75,5.25,97.75,0.1,2580.4532878736845,16268605.401041666,11.45,Africa,Northern Africa
Egypt,2008-2011,70.925,171.75,54.25,0.2225,96.75,329.5,56.625,96.75,5.03,96.75,0.1,2580.4532878736845,16268605.401041666,12.125,Africa,Northern Africa
Egypt,2012-2015,77.0,161.0,53.0,0.21666666666666667,94.25,1849.0,46.325,94.25,5.463333333333334,94.25,0.1,2580.4532878736845,16268605.401041666,12.85,Africa,Northern Africa
El Salvador,2000-2003,70.60000000000001,90.66666666666667,3.3333333333333335,2.983333333333333,83.33333333333333,0.6666666666666666,47.0,89.33333333333333,7.903333333333333,89.0,0.3666666666666667,1702.3073769999999,2208976.6666666665,11.799999999999999,Americas,Latin America and the Caribbean
El Salvador,2004-2007,71.8,165.5,2.75,2.8175,73.25,0.0,27.225,73.25,6.8725000000000005,73.25,0.25,1541.46764875,493922.25,12.725,Americas,Latin America and the Caribbean
El Salvador,2008-2011,71.775,151.25,2.0,2.49,91.75,0.0,52.425,71.75,6.6899999999999995,91.75,0.3,2733.7023455,3245572.25,13.025,Americas,Latin America and the Caribbean
El Salvador,2012-2015,73.2,181.0,2.0,2.473333333333333,92.0,0.0,55.075,92.5,6.8066666666666675,92.25,0.225,3959.8350947500003,4860172.5,13.2,Americas,Latin America and the Caribbean
Equatorial Guinea,2000-2003,53.46666666666667,334.0,3.0,6.07,70.49358974358975,460.3333333333333,19.099999999999998,44.333333333333336,2.17,36.0,2.9333333333333336,2857.4089089999998,467006.6666666667,8.200000000000001,Africa,Sub-Saharan Africa
Equatorial Guinea,2004-2007,54.575,337.25,3.0,6.9025,70.49358974358975,10.75,6.85,39.75,2.1025,30.5,5.125,7341.274335,775919.5,8.8,Africa,Sub-Saharan Africa
Equatorial Guinea,2008-2011,55.85,263.75,3.0,9.307500000000001,70.49358974358975,128.5,21.925,52.5,3.69,42.5,7.125,15746.001785,290518.0,9.149999999999999,Africa,Sub-Saharan Africa
Equatorial Guinea,2012-2015,57.55,182.0,3.0,7.54,9.0,693.5,23.75,11.75,3.8433333333333333,11.25,5.625,6336.139125,656788.0,9.2,Africa,Sub-Saharan Africa
Eritrea,2000-2003,58.46666666666667,343.6666666666667,7.0,0.6666666666666666,88.5,346.6666666666667,13.066666666666668,92.0,3.8833333333333333,62.666666666666664,1.9333333333333333,156.567519,3616676.0,4.466666666666667,Africa,Sub-Saharan Africa
Eritrea,2004-2007,60.05,260.25,6.75,0.9775,91.25,56.5,14.125,94.75,3.175,94.75,1.525,294.834801475,2129575.0,5.25,Africa,Sub-Saharan Africa
Eritrea,2008-2011,63.35,304.25,6.0,0.5875,72.75,45.25,15.775,72.75,3.4575,72.75,0.925,358.876390975,1288855.75,5.125,Africa,Sub-Saharan Africa
Eritrea,2012-2015,64.175,264.0,5.5,0.01,94.25,141.0,17.775,94.25,3.14,94.25,0.475,1421.9092538894033,8212250.756697342,5.0,Africa,Sub-Saharan Africa
Estonia,2000-2003,73.7,211.66666666666666,0.0,7.710000000000001,84.4,0.0,54.6,94.33333333333333,4.87,94.0,0.10000000000000002,4070.514155333333,513274.0,15.333333333333334,Europe,Northern Europe
Estonia,2004-2007,72.775,190.25,0.0,16.259999999999998,73.5,7.5,55.725,95.25,5.1475,95.0,0.1,7851.41170875,409794.75,15.950000000000001,Europe,Northern Europe
Estonia,2008-2011,75.2,149.5,0.0,11.7525,94.25,1.75,57.35,94.25,6.4025,94.25,0.1,12178.5896,1001702.0,16.2,Europe,Northern Europe
Estonia,2012-2015,77.025,125.75,0.0,0.01,92.75,2.5,59.2,93.5,6.406666666666666,93.5,0.1,10267.012805,1021696.25,16.5,Europe,Northern Europe
Ethiopia,2000-2003,53.23333333333333,368.0,237.0,0.8133333333333334,70.49358974358975,1975.3333333333333,12.9,55.0,4.543333333333333,34.666666666666664,4.633333333333334,80.80527003333333,49511531.0,4.8,Africa,Sub-Saharan Africa
Ethiopia,2004-2007,56.675,266.0,201.25,1.0325,47.0,831.75,14.0,57.5,4.3975,24.75,3.4749999999999996,183.62769715000002,5757266.5,6.225,Africa,Sub-Saharan Africa
Ethiopia,2008-2011,63.05,268.25,166.0,1.24,58.75,3044.25,15.45,51.0,5.525,59.5,1.875,350.3463668,42606292.0,8.0,Africa,Sub-Saharan Africa
Ethiopia,2012-2015,64.0,234.25,142.75,1.2366666666666666,73.75,10021.0,17.0,41.0,5.28,73.75,0.825,434.336719075,73671503.5,8.4,Africa,Sub-Saharan Africa
Fiji,2000-2003,67.89999999999999,88.33333333333333,0.0,1.8466666666666667,98.66666666666667,208.66666666666666,52.20000000000001,93.66666666666667,3.3699999999999997,92.66666666666667,0.10000000000000002,1778.1412203333332,815512.3333333334,13.266666666666666,Oceania,Melanesia
Fiji,2004-2007,68.375,168.0,0.0,1.95,99.0,43.25,55.45,97.5,3.7,97.0,0.1,2805.079984,825598.5,13.875,Oceania,Melanesia
Fiji,2008-2011,68.975,62.0,0.0,1.63,99.0,0.25,58.375,99.0,4.1925,99.0,0.1,3888.05710875,277270.5,14.525,Oceania,Melanesia
Fiji,2012-2015,69.65,148.5,0.0,0.01,99.0,0.0,47.975,99.0,4.303333333333334,99.0,0.1,3694.6742974999997,683511.5,15.1,Oceania,Melanesia
Finland,2000-2003,78.16666666666667,65.66666666666667,0.0,9.166666666666666,84.4,0.3333333333333333,56.6,95.33333333333333,7.796666666666667,98.0,0.10000000000000002,28187.89194,208600.0,17.933333333333334,Europe,Northern Europe
Finland,2004-2007,79.025,53.75,0.0,10.11,84.4,0.25,58.325,96.75,8.48,97.75,0.1,32251.6272425,2887002.0,17.45,Europe,Northern Europe
Finland,2008-2011,80.55,90.0,0.0,9.9375,84.4,9.75,33.0,98.5,9.0375,99.0,0.1,3815.1524725,5350973.5,16.95,Europe,Northern Europe
Finland,2012-2015,85.275,78.75,0.0,9.003333333333334,84.4,1.0,61.55,98.0,9.51,98.0,0.1,37803.5868125,5448496.5,17.0,Europe,Northern Europe
France,2000-2003,79.16666666666667,41.0,3.0,13.719999999999999,28.333333333333332,1728.3333333333333,55.800000000000004,97.0,4.180000000000001,97.0,0.10000000000000002,25497.913976666667,43262527.333333336,15.5,Europe,Western Europe
France,2004-2007,84.5,92.0,3.0,12.495,37.75,1140.75,57.775,98.75,1.5275,98.25,0.1,26428.9095375,34872964.5,15.8,Europe,Western Europe
France,2008-2011,83.275,86.25,3.0,11.8,59.25,5535.5,32.85,98.5,8.844999999999999,98.5,0.1,22974.854825,19738882.75,16.05,Europe,Western Europe
France,2012-2015,82.025,80.25,2.75,11.366666666666667,80.25,174.0,61.8,98.5,11.513333333333334,98.5,0.1,31718.5952175,21540065.25,16.2,Europe,Western Europe
Gabon,2000-2003,59.73333333333333,128.0,2.0,8.033333333333333,70.49358974358975,1746.3333333333333,29.233333333333334,44.0,3.31,45.0,10.6,3093.60592,906618.0,12.300000000000002,Africa,Sub-Saharan Africa
Gabon,2004-2007,61.925,234.5,2.0,8.219999999999999,51.666666666666664,38.25,17.599999999999998,52.5,2.94,54.0,10.675,5376.86653475,803397.0,12.375,Africa,Sub-Saharan Africa
Gabon,2008-2011,62.1,228.0,2.0,8.785,75.75,1.5,33.25,74.5,3.125,75.0,7.475,2857.0690015,827324.25,12.45,Africa,Sub-Saharan Africa
Gabon,2012-2015,64.9,249.25,2.0,5.723333333333334,44.0,46.0,35.475,58.0,3.516666666666667,44.0,3.5250000000000004,9133.76804575,1410744.0,12.55,Africa,Sub-Saharan Africa
Gambia,2000-2003,56.63333333333333,199.33333333333334,3.0,2.266666666666667,92.33333333333333,83.33333333333333,19.099999999999998,86.0,3.893333333333333,87.0,2.5,1421.9092538894033,8212250.756697342,7.033333333333334,Africa,Sub-Saharan Africa
Gambia,2004-2007,57.925,291.5,3.0,2.585,95.5,0.0,12.225,92.5,5.1499999999999995,93.0,3.0,1421.9092538894033,8212250.756697342,7.975,Africa,Sub-Saharan Africa
Gambia,2008-2011,59.2,283.5,3.0,3.1675,97.0,0.5,23.8,96.25,5.9475,96.75,2.4,1421.9092538894033,8212250.756697342,8.75,Africa,Sub-Saharan Africa
Gambia,2012-2015,64.275,265.75,3.0,0.01,97.0,18.0,26.35,96.75,6.6499999999999995,97.0,1.6,1421.9092538894033,8212250.756697342,8.875,Africa,Sub-Saharan Africa
Georgia,2000-2003,72.46666666666667,131.66666666666666,1.6666666666666667,2.9466666666666668,53.333333333333336,150.0,47.0,82.0,8.343333333333334,82.0,0.10000000000000002,813.8470018333334,16217.333333333334,11.766666666666666,Asia,Western Asia
Georgia,2004-2007,73.625,100.0,1.0,5.8175,80.25,2145.25,48.95,81.25,8.4225,86.5,0.1,1161.4388445,2320.5,12.325,Asia,Western Asia
Georgia,2008-2011,73.7,130.0,1.0,7.3025,81.75,41.25,40.4,69.5,5.265000000000001,91.5,0.1,2535.4117905,2955.5,13.125,Asia,Western Asia
Georgia,2012-2015,74.4,98.75,1.0,6.583333333333333,93.25,2880.5,54.875,92.25,7.746666666666667,92.5,0.1,4152.888163,12124.75,13.575,Asia,Western Asia
Germany,2000-2003,78.39999999999999,64.0,3.0,12.21,60.666666666666664,3820.0,56.1,96.33333333333333,1.39,94.33333333333333,0.10000000000000002,9857.47783,82457532.0,16.266666666666666,Europe,Western Europe
Germany,2004-2007,79.425,84.25,3.0,11.69,67.5,943.25,57.8,95.0,1.3525,96.0,0.1,36781.31373,63840967.75,16.475,Europe,Western Europe
Germany,2008-2011,81.475,59.25,2.0,11.245,87.75,969.5,46.2,94.5,6.4925,95.5,0.1,33474.7139225,4523277.5,16.7,Europe,Western Europe
Germany,2012-2015,85.5,69.75,2.0,11.049999999999999,88.0,1211.0,48.125,94.0,8.15,95.0,0.1,13772.1737,22766706.0,16.975,Europe,Western Europe
Ghana,2000-2003,57.63333333333333,36.0,41.666666666666664,1.54,8.0,9234.666666666666,8.666666666666666,32.333333333333336,3.4600000000000004,55.0,3.466666666666667,228.80856450000002,8104489.666666667,7.833333333333333,Africa,Sub-Saharan Africa
Ghana,2004-2007,59.125,161.5,41.0,1.4775,67.5,230.25,22.7,86.0,4.6025,67.5,2.95,465.99697965,6385650.5,8.4,Africa,Sub-Saharan Africa
Ghana,2008-2011,64.8,269.0,40.5,1.7175,93.0,236.0,25.175,92.75,5.04,93.0,1.875,1074.70878575,8074176.25,10.4,Africa,Sub-Saharan Africa
Ghana,2012-2015,62.0,253.25,37.75,0.01,71.75,519.75,27.65,90.75,4.326666666666667,71.75,0.825,1559.4140975,20866246.0,11.45,Africa,Sub-Saharan Africa
Greece,2000-2003,78.93333333333334,81.66666666666667,0.6666666666666666,8.723333333333334,64.0,5.666666666666667,58.6,64.66666666666667,8.6,92.33333333333333,0.10000000000000002,10809.023543333333,633547.0,14.666666666666666,Europe,Southern Europe
Greece,2004-2007,79.4,61.75,0.0,9.65,93.5,31.25,47.35,97.0,9.1025,97.0,0.1,18953.8422275,1300822.5,15.9,Europe,Southern Europe
Greece,2008-2011,81.975,76.75,0.0,8.9025,95.0,48.0,63.375,99.0,9.6175,99.0,0.1,21950.826902499997,3381449.5,16.3,Europe,Southern Europe
Greece,2012-2015,84.75,73.75,0.0,7.7299999999999995,97.0,2.0,65.7,99.0,9.1,99.0,0.1,16494.76826,1038754.5,17.075,Europe,Southern Europe
Grenada,2000-2003,75.7,175.66666666666666,0.0,10.023333333333333,97.0,0.0,38.800000000000004,97.33333333333333,6.743333333333333,97.0,0.10000000000000002,3861.9756213333335,10732675.318181818,14.433333333333332,Americas,Latin America and the Caribbean
Grenada,2004-2007,72.025,171.75,0.0,8.8375,92.25,0.0,31.825,92.5,5.6525,92.25,0.1,6669.502438,10732675.318181818,15.025,Americas,Latin America and the Caribbean
Grenada,2008-2011,72.5,122.25,0.0,8.2725,97.25,0.0,43.525,96.75,6.1899999999999995,97.5,0.1,5862.49415875,10732675.318181818,15.65,Americas,Latin America and the Caribbean
Grenada,2012-2015,73.375,143.75,0.0,8.246666666666668,95.75,0.0,46.975,94.0,6.203333333333333,95.75,0.1,8330.193251749999,10732675.318181818,15.8,Americas,Latin America and the Caribbean
Guatemala,2000-2003,69.03333333333335,85.33333333333333,15.666666666666666,2.4633333333333334,83.4322033898305,0.0,41.733333333333334,81.33333333333333,6.783333333333334,81.0,0.3333333333333333,1164.4990793333334,4426424.0,8.766666666666667,Americas,Latin America and the Caribbean
Guatemala,2004-2007,70.875,66.25,14.0,2.3825,87.0,0.0,44.15,67.25,7.03,87.0,0.4,1724.2738215,3301954.25,9.7,Americas,Latin America and the Caribbean
Guatemala,2008-2011,75.775,151.5,12.0,2.1625,92.25,0.0,46.875,92.5,6.59,92.25,0.4,2860.83634,4497582.5,10.45,Americas,Latin America and the Caribbean
Guatemala,2012-2015,71.575,187.75,10.5,1.9433333333333334,82.0,0.0,38.35,63.0,6.276666666666666,82.0,0.4,3590.95435875,12324839.5,10.674999999999999,Americas,Latin America and the Caribbean
Guinea,2000-2003,52.9,337.0,35.0,0.18666666666666668,70.49358974358975,4018.6666666666665,17.3,56.333333333333336,3.6199999999999997,38.333333333333336,2.966666666666667,225.28139303333333,6349444.0,5.5,Africa,Sub-Saharan Africa
Guinea,2004-2007,55.175,253.5,31.75,0.225,57.0,29.0,18.75,55.75,3.24,46.25,2.625,191.473480325,5176782.25,6.6,Africa,Sub-Saharan Africa
Guinea,2008-2011,57.5,162.5,29.0,0.2025,60.25,102.25,11.525,47.5,4.085,47.5,2.2,443.04470307500003,793150.0,8.175,Africa,Sub-Saharan Africa
Guinea,2012-2015,58.575,288.75,27.0,0.01,57.5,119.25,22.475,52.5,5.506666666666667,57.5,0.975,305.7507339,6057044.0,8.6,Africa,Sub-Saharan Africa
Guinea-Bissau,2000-2003,52.76666666666667,35.0,5.0,2.393333333333333,70.49358974358975,527.3333333333334,18.466666666666665,60.666666666666664,5.62,38.666666666666664,4.1,132.5133105,897719.0,7.066666666666666,Africa,Sub-Saharan Africa
Guinea-Bissau,2004-2007,54.2,35.75,5.0,2.97,70.49358974358975,881.75,11.425,73.0,5.775,69.25,5.425,429.726699725,783202.5,8.200000000000001,Africa,Sub-Saharan Africa
Guinea-Bissau,2008-2011,56.425,290.25,4.25,2.9924999999999997,59.0,9.5,22.8,80.5,6.3675,63.5,5.9,591.1061622999999,854507.75,8.9,Africa,Sub-Saharan Africa
Guinea-Bissau,2012-2015,58.25,280.25,4.0,0.01,87.0,38.5,25.3,87.0,5.896666666666666,87.0,4.1,342.20389115,1305726.0,9.149999999999999,Africa,Sub-Saharan Africa
Guyana,2000-2003,65.33333333333333,242.66666666666666,1.0,7.456666666666667,61.666666666666664,0.0,37.1,64.33333333333333,5.876666666666666,61.666666666666664,2.033333333333333,669.7486153333333,752001.3333333334,11.0,Americas,Latin America and the Caribbean
Guyana,2004-2007,65.25,182.75,1.0,7.3575,92.75,0.0,30.325,92.5,5.67,92.75,1.675,1154.3166415,412607.0,11.375,Americas,Latin America and the Caribbean
Guyana,2008-2011,65.975,221.5,0.25,7.4725,94.75,0.0,33.025,94.5,7.045,94.75,0.47500000000000003,2264.5890605,561513.5,10.425,Americas,Latin America and the Caribbean
Guyana,2012-2015,65.975,168.0,0.0,7.59,97.0,0.0,45.425,96.0,5.640000000000001,97.0,0.3,2977.65674175,420794.75,10.375,Americas,Latin America and the Caribbean
Haiti,2000-2003,59.300000000000004,23.666666666666668,18.666666666666668,6.32,83.4322033898305,53.0,35.63333333333333,54.0,5.473333333333334,48.666666666666664,4.8,378.8948441333334,8834617.333333334,8.0,Americas,Latin America and the Caribbean
Haiti,2004-2007,61.650000000000006,88.75,17.25,5.9825,83.4322033898305,0.0,30.075000000000003,46.75,5.32,32.5,3.55,381.137731925,5137967.0,8.25,Americas,Latin America and the Caribbean
Haiti,2008-2011,55.8,362.75,17.5,5.81,83.4322033898305,0.0,43.575,65.5,5.7275,65.5,1.95,520.067356025,2799246.75,8.55,Americas,Latin America and the Caribbean
Haiti,2012-2015,62.9,195.25,14.25,3.7899999999999996,40.666666666666664,0.0,48.225,61.25,8.513333333333334,47.25,0.575,436.44266055,826081.0,9.05,Americas,Latin America and the Caribbean
Honduras,2000-2003,71.60000000000001,168.66666666666666,6.0,2.956666666666667,93.33333333333333,0.0,28.400000000000002,95.33333333333333,7.483333333333333,94.33333333333333,1.5,801.2231333333333,2755446.3333333335,10.1,Americas,Latin America and the Caribbean
Honduras,2004-2007,72.625,126.25,5.0,3.16,94.25,0.0,43.15,95.0,7.805,95.25,0.9,1389.9001605,748403.5,10.675,Americas,Latin America and the Caribbean
Honduras,2008-2011,73.525,156.25,4.0,3.105,95.75,0.0,46.35,96.0,8.565,96.0,0.475,1428.13211025,4058618.25,11.4,Americas,Latin America and the Caribbean
